Entry	Reviewed	Entry Name	Gene Names	Annotation
P01742	reviewed	HV169_HUMAN	IGHV1-69	5.0
P01743	reviewed	HV146_HUMAN	IGHV1-46	5.0
P01762	reviewed	HV311_HUMAN	IGHV3-11	5.0
P01763	reviewed	HV348_HUMAN	IGHV3-48	5.0
P01764	reviewed	HV323_HUMAN	IGHV3-23	5.0
P01766	reviewed	HV313_HUMAN	IGHV3-13	5.0
P01767	reviewed	HV353_HUMAN	IGHV3-53	5.0
P01768	reviewed	HV330_HUMAN	IGHV3-30	5.0
P01772	reviewed	HV333_HUMAN	IGHV3-33	5.0
P01780	reviewed	HV307_HUMAN	IGHV3-7	5.0
P01782	reviewed	HV309_HUMAN	IGHV3-9	5.0
P01814	reviewed	HV270_HUMAN	IGHV2-70	5.0
P01817	reviewed	HV205_HUMAN	IGHV2-5	5.0
P01824	reviewed	HV439_HUMAN	IGHV4-39	5.0
P01825	reviewed	HV459_HUMAN	IGHV4-59	5.0
P01833	reviewed	PIGR_HUMAN	PIGR	5.0
P01834	reviewed	IGKC_HUMAN	IGKC	5.0
P01848	reviewed	TRAC_HUMAN	TRAC TCRA	5.0
P01850	reviewed	TRBC1_HUMAN	TRBC1	5.0
P01854	reviewed	IGHE_HUMAN	IGHE	5.0
P01857	reviewed	IGHG1_HUMAN	IGHG1	5.0
P01859	reviewed	IGHG2_HUMAN	IGHG2	5.0
P01860	reviewed	IGHG3_HUMAN	IGHG3	5.0
P01861	reviewed	IGHG4_HUMAN	IGHG4	5.0
P01871	reviewed	IGHM_HUMAN	IGHM	5.0
P01876	reviewed	IGHA1_HUMAN	IGHA1	5.0
P01877	reviewed	IGHA2_HUMAN	IGHA2	5.0
P01880	reviewed	IGHD_HUMAN	IGHD	5.0
P01889	reviewed	HLAB_HUMAN	HLA-B HLAB	5.0
P01893	reviewed	HLAH_HUMAN	HLA-H HLAH	5.0
P01903	reviewed	DRA_HUMAN	HLA-DRA HLA-DRA1	5.0
P01906	reviewed	DQA2_HUMAN	HLA-DQA2 HLA-DXA	5.0
P01909	reviewed	DQA1_HUMAN	HLA-DQA1	5.0
P01911	reviewed	DRB1_HUMAN	HLA-DRB1	5.0
P01920	reviewed	DQB1_HUMAN	HLA-DQB1 HLA-DQB	5.0
P02008	reviewed	HBAZ_HUMAN	HBZ HBZ2	5.0
P02042	reviewed	HBD_HUMAN	HBD	5.0
P02100	reviewed	HBE_HUMAN	HBE1 HBE	5.0
P02144	reviewed	MYG_HUMAN	MB	5.0
P02452	reviewed	CO1A1_HUMAN	COL1A1	5.0
P02458	reviewed	CO2A1_HUMAN	COL2A1	5.0
P02461	reviewed	CO3A1_HUMAN	COL3A1	5.0
P02462	reviewed	CO4A1_HUMAN	COL4A1	5.0
P02489	reviewed	CRYAA_HUMAN	CRYAA CRYA1 HSPB4	5.0
P02511	reviewed	CRYAB_HUMAN	CRYAB CRYA2 HSPB5	5.0
P02533	reviewed	K1C14_HUMAN	KRT14	5.0
P02538	reviewed	K2C6A_HUMAN	KRT6A K6A KRT6D	5.0
P02545	reviewed	LMNA_HUMAN	LMNA LMN1	5.0
P02549	reviewed	SPTA1_HUMAN	SPTA1 SPTA	5.0
P02585	reviewed	TNNC2_HUMAN	TNNC2	5.0
P02647	reviewed	APOA1_HUMAN	APOA1	5.0
P02649	reviewed	APOE_HUMAN	APOE	5.0
P02652	reviewed	APOA2_HUMAN	APOA2	5.0
P02654	reviewed	APOC1_HUMAN	APOC1	5.0
P02655	reviewed	APOC2_HUMAN	APOC2 APC2	5.0
P02656	reviewed	APOC3_HUMAN	APOC3	5.0
P02671	reviewed	FIBA_HUMAN	FGA	5.0
P02675	reviewed	FIBB_HUMAN	FGB	5.0
P02679	reviewed	FIBG_HUMAN	FGG PRO2061	5.0
P02686	reviewed	MBP_HUMAN	MBP	5.0
P02689	reviewed	MYP2_HUMAN	PMP2	5.0
P02708	reviewed	ACHA_HUMAN	CHRNA1 ACHRA CHNRA	5.0
P02724	reviewed	GLPA_HUMAN	GYPA GPA	5.0
P02730	reviewed	B3AT_HUMAN	SLC4A1 AE1 DI EPB3	5.0
P02741	reviewed	CRP_HUMAN	CRP PTX1	5.0
P02743	reviewed	SAMP_HUMAN	APCS PTX2	5.0
P02745	reviewed	C1QA_HUMAN	C1QA	5.0
P02746	reviewed	C1QB_HUMAN	C1QB	5.0
P02747	reviewed	C1QC_HUMAN	C1QC C1QG	5.0
P02748	reviewed	CO9_HUMAN	C9	5.0
P02749	reviewed	APOH_HUMAN	APOH B2G1	5.0
P02750	reviewed	A2GL_HUMAN	LRG1 LRG	5.0
P02751	reviewed	FINC_HUMAN	FN1 FN	5.0
P02753	reviewed	RET4_HUMAN	RBP4 PRO2222	5.0
P02760	reviewed	AMBP_HUMAN	AMBP HCP ITIL	5.0
P02763	reviewed	A1AG1_HUMAN	ORM1 AGP1	5.0
P02765	reviewed	FETUA_HUMAN	AHSG FETUA PRO2743	5.0
P02766	reviewed	TTHY_HUMAN	TTR PALB	5.0
P02768	reviewed	ALBU_HUMAN	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	5.0
P02771	reviewed	FETA_HUMAN	AFP HPAFP	5.0
P02774	reviewed	VTDB_HUMAN	GC	5.0
P02775	reviewed	CXCL7_HUMAN	PPBP CTAP3 CXCL7 SCYB7 TGB1 THBGB1	5.0
P02776	reviewed	PLF4_HUMAN	PF4 CXCL4 SCYB4	5.0
P02778	reviewed	CXL10_HUMAN	CXCL10 INP10 SCYB10	5.0
P02786	reviewed	TFR1_HUMAN	TFRC	5.0
P02787	reviewed	TRFE_HUMAN	TF PRO1400	5.0
P02788	reviewed	TRFL_HUMAN	LTF GIG12 LF	5.0
P02790	reviewed	HEMO_HUMAN	HPX	5.0
P02792	reviewed	FRIL_HUMAN	FTL	5.0
P02794	reviewed	FRIH_HUMAN	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15	5.0
P02795	reviewed	MT2_HUMAN	MT2A CES1 MT2	5.0
P02808	reviewed	STAT_HUMAN	STATH	5.0
P02810	reviewed	PRPC_HUMAN	PRH1; PRH2	5.0
P02812	reviewed	PRB2_HUMAN	PRB2	5.0
P02814	reviewed	SMR3B_HUMAN	SMR3B PBII PRL3 PROL3	5.0
P02818	reviewed	OSTCN_HUMAN	BGLAP	5.0
P03372	reviewed	ESR1_HUMAN	ESR1 ESR NR3A1	5.0
P03886	reviewed	NU1M_HUMAN	MT-ND1 MTND1 NADH1 ND1	5.0
P03891	reviewed	NU2M_HUMAN	MT-ND2 MTND2 NADH2 ND2	5.0
P03897	reviewed	NU3M_HUMAN	MT-ND3 MTND3 NADH3 ND3	5.0
P03901	reviewed	NU4LM_HUMAN	MT-ND4L MTND4L NADH4L ND4L	5.0
P03905	reviewed	NU4M_HUMAN	MT-ND4 MTND4 NADH4 ND4	5.0
P03915	reviewed	NU5M_HUMAN	MT-ND5 MTND5 NADH5 ND5	5.0
P03923	reviewed	NU6M_HUMAN	MT-ND6 MTND6 NADH6 ND6	5.0
P03928	reviewed	ATP8_HUMAN	MT-ATP8 ATP8 ATPASE8 MTATP8	5.0
P03950	reviewed	ANGI_HUMAN	ANG RNASE5	5.0
P03951	reviewed	FA11_HUMAN	F11	5.0
P03952	reviewed	KLKB1_HUMAN	KLKB1 KLK3	5.0
P03956	reviewed	MMP1_HUMAN	MMP1 CLG	5.0
P03971	reviewed	MIS_HUMAN	AMH MIF	5.0
P03973	reviewed	SLPI_HUMAN	SLPI WAP4 WFDC4	5.0
P03999	reviewed	OPSB_HUMAN	OPN1SW BCP	5.0
P04000	reviewed	OPSR_HUMAN	OPN1LW RCP	5.0
P04001	reviewed	OPSG_HUMAN	OPN1MW GCP	5.0
P04003	reviewed	C4BPA_HUMAN	C4BPA C4BP	5.0
P04004	reviewed	VTNC_HUMAN	VTN	5.0
P04035	reviewed	HMDH_HUMAN	HMGCR	5.0
P04040	reviewed	CATA_HUMAN	CAT	5.0
P04049	reviewed	RAF1_HUMAN	RAF1 RAF	5.0
P04053	reviewed	TDT_HUMAN	DNTT TDT	5.0
P04054	reviewed	PA21B_HUMAN	PLA2G1B PLA2 PLA2A PPLA2	5.0
P04062	reviewed	GBA1_HUMAN	GBA1 GBA GC GLUC	5.0
P04066	reviewed	FUCO_HUMAN	FUCA1 Nbla10230	5.0
P04070	reviewed	PROC_HUMAN	PROC	5.0
P04075	reviewed	ALDOA_HUMAN	ALDOA ALDA	5.0
P04080	reviewed	CYTB_HUMAN	CSTB CST6 STFB	5.0
P04083	reviewed	ANXA1_HUMAN	ANXA1 ANX1 LPC1	5.0
P04085	reviewed	PDGFA_HUMAN	PDGFA PDGF1	5.0
P04090	reviewed	REL2_HUMAN	RLN2	5.0
P04114	reviewed	APOB_HUMAN	APOB	5.0
P04118	reviewed	COL_HUMAN	CLPS	5.0
P04141	reviewed	CSF2_HUMAN	CSF2 GMCSF	5.0
P04150	reviewed	GCR_HUMAN	NR3C1 GRL	5.0
P04155	reviewed	TFF1_HUMAN	TFF1 BCEI PS2	5.0
P04156	reviewed	PRIO_HUMAN	PRNP ALTPRP PRIP PRP	5.0
P04179	reviewed	SODM_HUMAN	SOD2	5.0
P04180	reviewed	LCAT_HUMAN	LCAT	5.0
P04181	reviewed	OAT_HUMAN	OAT	5.0
P04183	reviewed	KITH_HUMAN	TK1	5.0
P04196	reviewed	HRG_HUMAN	HRG	5.0
P04198	reviewed	MYCN_HUMAN	MYCN BHLHE37 NMYC	5.0
P04201	reviewed	MAS_HUMAN	MAS1 MAS	5.0
P04216	reviewed	THY1_HUMAN	THY1	5.0
P04217	reviewed	A1BG_HUMAN	A1BG	5.0
P04233	reviewed	HG2A_HUMAN	CD74 DHLAG	5.0
P04234	reviewed	CD3D_HUMAN	CD3D T3D	5.0
P04259	reviewed	K2C6B_HUMAN	KRT6B K6B KRTL1	5.0
P04264	reviewed	K2C1_HUMAN	KRT1 KRTA	5.0
P04271	reviewed	S100B_HUMAN	S100B	5.0
P04275	reviewed	VWF_HUMAN	VWF F8VWF	5.0
P04278	reviewed	SHBG_HUMAN	SHBG	5.0
P04279	reviewed	SEMG1_HUMAN	SEMG1 SEMG	5.0
P04280	reviewed	PRP1_HUMAN	PRB1	5.0
P04350	reviewed	TBB4A_HUMAN	TUBB4A TUBB4 TUBB5	5.0
P04406	reviewed	G3P_HUMAN	GAPDH GAPD CDABP0047 OK/SW-cl.12	5.0
P04424	reviewed	ARLY_HUMAN	ASL	5.0
P04439	reviewed	HLAA_HUMAN	HLA-A HLAA	5.0
P04440	reviewed	DPB1_HUMAN	HLA-DPB1 HLA-DP1B	5.0
P04553	reviewed	HSP1_HUMAN	PRM1	5.0
P04554	reviewed	PRM2_HUMAN	PRM2	5.0
P04626	reviewed	ERBB2_HUMAN	ERBB2 HER2 MLN19 NEU NGL	5.0
P04628	reviewed	WNT1_HUMAN	WNT1 INT1	5.0
P04629	reviewed	NTRK1_HUMAN	NTRK1 MTC TRK TRKA	5.0
P04632	reviewed	CPNS1_HUMAN	CAPNS1 CAPN4 CAPNS	5.0
P04637	reviewed	P53_HUMAN	TP53 P53	5.0
P04731	reviewed	MT1A_HUMAN	MT1A MT1S	5.0
P04732	reviewed	MT1E_HUMAN	MT1E	5.0
P04733	reviewed	MT1F_HUMAN	MT1F PRO0376	5.0
P04746	reviewed	AMYP_HUMAN	AMY2A	5.0
P04792	reviewed	HSPB1_HUMAN	HSPB1 HSP27 HSP28	5.0
P04798	reviewed	CP1A1_HUMAN	CYP1A1	5.0
P04818	reviewed	TYSY_HUMAN	TYMS TS OK/SW-cl.29	5.0
P04839	reviewed	CY24B_HUMAN	CYBB NOX2	5.0
P04843	reviewed	RPN1_HUMAN	RPN1	5.0
P04844	reviewed	RPN2_HUMAN	RPN2	5.0
P04899	reviewed	GNAI2_HUMAN	GNAI2 GNAI2B	5.0
P04908	reviewed	H2A1B_HUMAN	H2AC4 H2AFM HIST1H2AB; H2AC8 H2AFA HIST1H2AE	5.0
P04920	reviewed	B3A2_HUMAN	SLC4A2 AE2 EPB3L1 HKB3 MPB3L	5.0
P04921	reviewed	GLPC_HUMAN	GYPC GLPC GPC	5.0
P05000	reviewed	IFNW1_HUMAN	IFNW1	5.0
P05013	reviewed	IFNA6_HUMAN	IFNA6	5.0
P05014	reviewed	IFNA4_HUMAN	IFNA4	5.0
P05019	reviewed	IGF1_HUMAN	IGF1 IBP1	5.0
P05023	reviewed	AT1A1_HUMAN	ATP1A1	5.0
P05026	reviewed	AT1B1_HUMAN	ATP1B1 ATP1B	5.0
P05060	reviewed	SCG1_HUMAN	CHGB SCG1	5.0
P05062	reviewed	ALDOB_HUMAN	ALDOB ALDB	5.0
P05067	reviewed	A4_HUMAN	APP A4 AD1	5.0
P05089	reviewed	ARGI1_HUMAN	ARG1	5.0
P05090	reviewed	APOD_HUMAN	APOD	5.0
P05091	reviewed	ALDH2_HUMAN	ALDH2 ALDM	5.0
P05093	reviewed	CP17A_HUMAN	CYP17A1 CYP17 S17AH	5.0
P05106	reviewed	ITB3_HUMAN	ITGB3 GP3A	5.0
P05107	reviewed	ITB2_HUMAN	ITGB2 CD18 MFI7	5.0
P05108	reviewed	CP11A_HUMAN	CYP11A1 CYP11A	5.0
P05109	reviewed	S10A8_HUMAN	S100A8 CAGA CFAG MRP8	5.0
P05111	reviewed	INHA_HUMAN	INHA	5.0
P05112	reviewed	IL4_HUMAN	IL4	5.0
P05113	reviewed	IL5_HUMAN	IL5	5.0
P05114	reviewed	HMGN1_HUMAN	HMGN1 HMG14	5.0
P05120	reviewed	PAI2_HUMAN	SERPINB2 PAI2 PLANH2	5.0
P05121	reviewed	PAI1_HUMAN	SERPINE1 PAI1 PLANH1	5.0
P05129	reviewed	KPCG_HUMAN	PRKCG PKCG	5.0
P05141	reviewed	ADT2_HUMAN	SLC25A5 AAC2 ANT2	5.0
P05154	reviewed	IPSP_HUMAN	SERPINA5 PCI PLANH3 PROCI	5.0
P05155	reviewed	IC1_HUMAN	SERPING1 C1IN C1NH	5.0
P05156	reviewed	CFAI_HUMAN	CFI IF	5.0
P05160	reviewed	F13B_HUMAN	F13B	5.0
P05161	reviewed	ISG15_HUMAN	ISG15 G1P2 UCRP	5.0
P05162	reviewed	LEG2_HUMAN	LGALS2	5.0
P05164	reviewed	PERM_HUMAN	MPO	5.0
P05165	reviewed	PCCA_HUMAN	PCCA	5.0
P05166	reviewed	PCCB_HUMAN	PCCB	5.0
P05177	reviewed	CP1A2_HUMAN	CYP1A2	5.0
P05181	reviewed	CP2E1_HUMAN	CYP2E1 CYP2E	5.0
P05186	reviewed	PPBT_HUMAN	ALPL	5.0
P05187	reviewed	PPB1_HUMAN	ALPP PLAP	5.0
P05198	reviewed	IF2A_HUMAN	EIF2S1 EIF2A	5.0
P05204	reviewed	HMGN2_HUMAN	HMGN2 HMG17	5.0
P05230	reviewed	FGF1_HUMAN	FGF1 FGFA	5.0
P05231	reviewed	IL6_HUMAN	IL6 IFNB2	5.0
P05305	reviewed	EDN1_HUMAN	EDN1	5.0
P05362	reviewed	ICAM1_HUMAN	ICAM1	5.0
P05386	reviewed	RLA1_HUMAN	RPLP1 RRP1	5.0
P05387	reviewed	RLA2_HUMAN	RPLP2 D11S2243E RPP2	5.0
P05388	reviewed	RLA0_HUMAN	RPLP0	5.0
P05408	reviewed	7B2_HUMAN	SCG5 SGNE1	5.0
P05412	reviewed	JUN_HUMAN	JUN	5.0
P05413	reviewed	FABPH_HUMAN	FABP3 FABP11 MDGI	5.0
P05423	reviewed	RPC4_HUMAN	POLR3D BN51 BN51T	5.0
P05451	reviewed	REG1A_HUMAN	REG1A PSPS PSPS1 REG	5.0
P05452	reviewed	TETN_HUMAN	CLEC3B TNA	5.0
P05455	reviewed	LA_HUMAN	SSB	5.0
P05496	reviewed	AT5G1_HUMAN	ATP5MC1 ATP5G1	5.0
P05538	reviewed	DQB2_HUMAN	HLA-DQB2 HLA-DXB	5.0
P05543	reviewed	THBG_HUMAN	SERPINA7 TBG	5.0
P05546	reviewed	HEP2_HUMAN	SERPIND1 HCF2	5.0
P05549	reviewed	AP2A_HUMAN	TFAP2A AP2TF TFAP2	5.0
P05556	reviewed	ITB1_HUMAN	ITGB1 FNRB MDF2 MSK12	5.0
P05771	reviewed	KPCB_HUMAN	PRKCB PKCB PRKCB1	5.0
P05783	reviewed	K1C18_HUMAN	KRT18 CYK18 PIG46	5.0
P05787	reviewed	K2C8_HUMAN	KRT8 CYK8	5.0
P05813	reviewed	CRBA1_HUMAN	CRYBA1 CRYB1	5.0
P05814	reviewed	CASB_HUMAN	CSN2 CASB	5.0
P05937	reviewed	CALB1_HUMAN	CALB1 CAB27	5.0
P05976	reviewed	MYL1_HUMAN	MYL1	5.0
P05981	reviewed	HEPS_HUMAN	HPN TMPRSS1	5.0
P05997	reviewed	CO5A2_HUMAN	COL5A2	5.0
P06028	reviewed	GLPB_HUMAN	GYPB GPB	5.0
P06126	reviewed	CD1A_HUMAN	CD1A	5.0
P06127	reviewed	CD5_HUMAN	CD5 LEU1	5.0
P06132	reviewed	DCUP_HUMAN	UROD	5.0
P06133	reviewed	UD2B4_HUMAN	UGT2B4 UGT2B11	5.0
P06213	reviewed	INSR_HUMAN	INSR	5.0
P06239	reviewed	LCK_HUMAN	LCK	5.0
P06241	reviewed	FYN_HUMAN	FYN	5.0
P06276	reviewed	CHLE_HUMAN	BCHE CHE1	5.0
P06280	reviewed	AGAL_HUMAN	GLA	5.0
P06307	reviewed	CCKN_HUMAN	CCK	5.0
P06312	reviewed	KV401_HUMAN	IGKV4-1	5.0
P06331	reviewed	HV434_HUMAN	IGHV4-34	5.0
P06340	reviewed	DOA_HUMAN	HLA-DOA HLA-DNA HLA-DZA	5.0
P06396	reviewed	GELS_HUMAN	GSN	5.0
P06400	reviewed	RB_HUMAN	RB1	5.0
P06401	reviewed	PRGR_HUMAN	PGR NR3C3	5.0
P06454	reviewed	PTMA_HUMAN	PTMA TMSA	5.0
P06493	reviewed	CDK1_HUMAN	CDK1 CDC2 CDC28A CDKN1 P34CDC2	5.0
P06576	reviewed	ATPB_HUMAN	ATP5F1B ATP5B ATPMB ATPSB	5.0
P06681	reviewed	CO2_HUMAN	C2	5.0
P06702	reviewed	S10A9_HUMAN	S100A9 CAGB CFAG MRP14	5.0
P06703	reviewed	S10A6_HUMAN	S100A6 CACY	5.0
P06727	reviewed	APOA4_HUMAN	APOA4	5.0
P06729	reviewed	CD2_HUMAN	CD2 SRBC	5.0
P06730	reviewed	IF4E_HUMAN	EIF4E EIF4EL1 EIF4F	5.0
P06731	reviewed	CEAM5_HUMAN	CEACAM5 CEA	5.0
P06732	reviewed	KCRM_HUMAN	CKM CKMM	5.0
P06733	reviewed	ENOA_HUMAN	ENO1 ENO1L1 MBPB1 MPB1	5.0
P06734	reviewed	FCER2_HUMAN	FCER2 CD23A CLEC4J FCE2 IGEBF	5.0
P06737	reviewed	PYGL_HUMAN	PYGL	5.0
P06744	reviewed	G6PI_HUMAN	GPI	5.0
P06746	reviewed	DPOLB_HUMAN	POLB	5.0
P06748	reviewed	NPM_HUMAN	NPM1 NPM	5.0
P06753	reviewed	TPM3_HUMAN	TPM3	5.0
P06756	reviewed	ITAV_HUMAN	ITGAV MSK8 VNRA VTNR	5.0
P06850	reviewed	CRF_HUMAN	CRH	5.0
P06858	reviewed	LIPL_HUMAN	LPL LIPD	5.0
P06865	reviewed	HEXA_HUMAN	HEXA	5.0
P06870	reviewed	KLK1_HUMAN	KLK1	5.0
P06881	reviewed	CALCA_HUMAN	CALCA CALC1	5.0
P06899	reviewed	H2B1J_HUMAN	H2BC11 H2BFR HIST1H2BJ	5.0
P07093	reviewed	GDN_HUMAN	SERPINE2 PI7 PN1	5.0
P07098	reviewed	LIPG_HUMAN	LIPF	5.0
P07099	reviewed	HYEP_HUMAN	EPHX1 EPHX EPOX	5.0
P07101	reviewed	TY3H_HUMAN	TH TYH	5.0
P07108	reviewed	ACBP_HUMAN	DBI	5.0
P07148	reviewed	FABPL_HUMAN	FABP1 FABPL	5.0
P07195	reviewed	LDHB_HUMAN	LDHB	5.0
P07196	reviewed	NFL_HUMAN	NEFL NF68 NFL	5.0
P07197	reviewed	NFM_HUMAN	NEFM NEF3 NFM	5.0
P07199	reviewed	CENPB_HUMAN	CENPB	5.0
P07202	reviewed	PERT_HUMAN	TPO	5.0
P07203	reviewed	GPX1_HUMAN	GPX1	5.0
P07204	reviewed	TRBM_HUMAN	THBD THRM	5.0
P07205	reviewed	PGK2_HUMAN	PGK2 PGKB	5.0
P07225	reviewed	PROS_HUMAN	PROS1 PROS	5.0
P07237	reviewed	PDIA1_HUMAN	P4HB ERBA2L PDI PDIA1 PO4DB	5.0
P07288	reviewed	KLK3_HUMAN	KLK3 APS	5.0
P07305	reviewed	H10_HUMAN	H1-0 H1F0 H1FV	5.0
P07306	reviewed	ASGR1_HUMAN	ASGR1 CLEC4H1	5.0
P07307	reviewed	ASGR2_HUMAN	ASGR2 CLEC4H2	5.0
P07315	reviewed	CRGC_HUMAN	CRYGC CRYG3	5.0
P07320	reviewed	CRGD_HUMAN	CRYGD CRYG4	5.0
P07327	reviewed	ADH1A_HUMAN	ADH1A ADH1	5.0
P07332	reviewed	FES_HUMAN	FES FPS	5.0
P07333	reviewed	CSF1R_HUMAN	CSF1R FMS	5.0
P07339	reviewed	CATD_HUMAN	CTSD CPSD	5.0
P07355	reviewed	ANXA2_HUMAN	ANXA2 ANX2 ANX2L4 CAL1H LPC2D	5.0
P07357	reviewed	CO8A_HUMAN	C8A	5.0
P07358	reviewed	CO8B_HUMAN	C8B	5.0
P07359	reviewed	GP1BA_HUMAN	GP1BA	5.0
P07360	reviewed	CO8G_HUMAN	C8G	5.0
P07384	reviewed	CAN1_HUMAN	CAPN1 CANPL1 PIG30	5.0
P07437	reviewed	TBB5_HUMAN	TUBB TUBB5 OK/SW-cl.56	5.0
P07438	reviewed	MT1B_HUMAN	MT1B MT1Q	5.0
P07451	reviewed	CAH3_HUMAN	CA3	5.0
P07476	reviewed	INVO_HUMAN	IVL	5.0
P07477	reviewed	TRY1_HUMAN	PRSS1 TRP1 TRY1 TRYP1	5.0
P07478	reviewed	TRY2_HUMAN	PRSS2 TRY2 TRYP2	5.0
P07492	reviewed	GRP_HUMAN	GRP	5.0
P07498	reviewed	CASK_HUMAN	CSN3 CASK CSN10 CSNK	5.0
P07510	reviewed	ACHG_HUMAN	CHRNG ACHRG	5.0
P07550	reviewed	ADRB2_HUMAN	ADRB2 ADRB2R B2AR	5.0
P07585	reviewed	PGS2_HUMAN	DCN SLRR1B	5.0
P07602	reviewed	SAP_HUMAN	PSAP GLBA SAP1	5.0
P07686	reviewed	HEXB_HUMAN	HEXB HCC7	5.0
P07711	reviewed	CATL1_HUMAN	CTSL CTSL1	5.0
P07737	reviewed	PROF1_HUMAN	PFN1	5.0
P07738	reviewed	PMGE_HUMAN	BPGM	5.0
P07741	reviewed	APT_HUMAN	APRT	5.0
P07766	reviewed	CD3E_HUMAN	CD3E T3E	5.0
P07814	reviewed	SYEP_HUMAN	EPRS1 EPRS GLNS PARS QARS QPRS PIG32	5.0
P07858	reviewed	CATB_HUMAN	CTSB CPSB	5.0
P07864	reviewed	LDHC_HUMAN	LDHC LDH3 LDHX	5.0
P07900	reviewed	HS90A_HUMAN	HSP90AA1 HSP90A HSPC1 HSPCA	5.0
P07902	reviewed	GALT_HUMAN	GALT	5.0
P07910	reviewed	HNRPC_HUMAN	HNRNPC HNRPC	5.0
P07911	reviewed	UROM_HUMAN	UMOD	5.0
P07919	reviewed	QCR6_HUMAN	UQCRH	5.0
P07942	reviewed	LAMB1_HUMAN	LAMB1	5.0
P07947	reviewed	YES_HUMAN	YES1 YES	5.0
P07948	reviewed	LYN_HUMAN	LYN JTK8	5.0
P07949	reviewed	RET_HUMAN	RET CDHF12 CDHR16 PTC RET51	5.0
P07951	reviewed	TPM2_HUMAN	TPM2 TMSB	5.0
P07954	reviewed	FUMH_HUMAN	FH	5.0
P07988	reviewed	PSPB_HUMAN	SFTPB SFTP3	5.0
P07992	reviewed	ERCC1_HUMAN	ERCC1	5.0
P07996	reviewed	TSP1_HUMAN	THBS1 TSP TSP1	5.0
P07998	reviewed	RNAS1_HUMAN	RNASE1 RIB1 RNS1	5.0
P08034	reviewed	CXB1_HUMAN	GJB1 CX32	5.0
P08047	reviewed	SP1_HUMAN	SP1 TSFP1	5.0
P08048	reviewed	ZFY_HUMAN	ZFY	5.0
P08069	reviewed	IGF1R_HUMAN	IGF1R	5.0
P08100	reviewed	OPSD_HUMAN	RHO OPN2	5.0
P08118	reviewed	MSMB_HUMAN	MSMB PRSP	5.0
P08123	reviewed	CO1A2_HUMAN	COL1A2	5.0
P08133	reviewed	ANXA6_HUMAN	ANXA6 ANX6	5.0
P08134	reviewed	RHOC_HUMAN	RHOC ARH9 ARHC	5.0
P08138	reviewed	TNR16_HUMAN	NGFR TNFRSF16	5.0
P08151	reviewed	GLI1_HUMAN	GLI1 GLI	5.0
P08172	reviewed	ACM2_HUMAN	CHRM2	5.0
P08173	reviewed	ACM4_HUMAN	CHRM4	5.0
P08174	reviewed	DAF_HUMAN	CD55 CR DAF	5.0
P08183	reviewed	MDR1_HUMAN	ABCB1 MDR1 PGY1	5.0
P08185	reviewed	CBG_HUMAN	SERPINA6 CBG	5.0
P08195	reviewed	4F2_HUMAN	SLC3A2 MDU1	5.0
P08217	reviewed	CEL2A_HUMAN	CELA2A ELA2A	5.0
P08218	reviewed	CEL2B_HUMAN	CELA2B ELA2B	5.0
P08235	reviewed	MCR_HUMAN	NR3C2 MCR MLR	5.0
P08236	reviewed	BGLR_HUMAN	GUSB	5.0
P08237	reviewed	PFKAM_HUMAN	PFKM PFKX	5.0
P08238	reviewed	HS90B_HUMAN	HSP90AB1 HSP90B HSPC2 HSPCB	5.0
P08240	reviewed	SRPRA_HUMAN	SRPRA SRPR	5.0
P08243	reviewed	ASNS_HUMAN	ASNS TS11	5.0
P08246	reviewed	ELNE_HUMAN	ELANE ELA2	5.0
P08247	reviewed	SYPH_HUMAN	SYP	5.0
P08253	reviewed	MMP2_HUMAN	MMP2 CLG4A	5.0
P08254	reviewed	MMP3_HUMAN	MMP3 STMY1	5.0
P08263	reviewed	GSTA1_HUMAN	GSTA1	5.0
P08294	reviewed	SODE_HUMAN	SOD3	5.0
P08311	reviewed	CATG_HUMAN	CTSG	5.0
P08319	reviewed	ADH4_HUMAN	ADH4	5.0
P08397	reviewed	HEM3_HUMAN	HMBS PBGD UPS	5.0
P08473	reviewed	NEP_HUMAN	MME EPN	5.0
P08476	reviewed	INHBA_HUMAN	INHBA	5.0
P08493	reviewed	MGP_HUMAN	MGP MGLAP GIG36	5.0
P08514	reviewed	ITA2B_HUMAN	ITGA2B GP2B ITGAB	5.0
P08519	reviewed	APOA_HUMAN	LPA	5.0
P08559	reviewed	ODPA_HUMAN	PDHA1 PHE1A	5.0
P08567	reviewed	PLEK_HUMAN	PLEK P47	5.0
P08571	reviewed	CD14_HUMAN	CD14	5.0
P08572	reviewed	CO4A2_HUMAN	COL4A2	5.0
P08574	reviewed	CY1_HUMAN	CYC1	5.0
P08575	reviewed	PTPRC_HUMAN	PTPRC CD45	5.0
P08579	reviewed	RU2B_HUMAN	SNRPB2	5.0
P08581	reviewed	MET_HUMAN	MET	5.0
P08582	reviewed	TRFM_HUMAN	MELTF MAP97 MFI2	5.0
P08588	reviewed	ADRB1_HUMAN	ADRB1 ADRB1R B1AR	5.0
P08590	reviewed	MYL3_HUMAN	MYL3	5.0
P08603	reviewed	CFAH_HUMAN	CFH HF HF1 HF2	5.0
